B;162;2835519;19;20050628 09:32;;;59;THE PULPIT;TALLWOODS VILLAGE;2430;701.7;M;20011221;20020121;120000;A;V;VACANT LAND;;ER;AV;0;8306415;
B;162;2862544;20;20050628 09:32;;;16;ILLUSIONS CT;TALLWOODS VILLAGE;2430;773.6;M;20011208;20020111;170000;A;V;VACANT LAND;;ER;AV;0;8281862;
B;162;2915005;34;20041216 08:37;;;7;COASTAL VIEW DR;TALLWOODS VILLAGE;2430;814.3;M;20041015;20041111;161000;A;V;VACANT LAND;;ER;;0;AB87969;
B;162;3131174;59;20041216 08:37;;;1;AZALEA CRES;TALLWOODS VILLAGE;2430;932.4;M;20041109;20041130;295000;;R;RESIDENCE;;;;0;AB134104;
B;162;3131185;60;20041216 08:37;;;13;GUM BLOSSOM PL;TALLWOODS VILLAGE;2430;1005;M;20040628;20041111;195000;;V;VACANT LAND;;;;0;AB117113;
B;162;3072451;36;20050104 11:48;;;43;COASTAL VIEW DR;TALLWOODS VILLAGE;2430;1166;M;20041112;20041213;225000;A;V;VACANT LAND;;ER;;0;AB161664;
B;162;2993064;56;20041201 11:33;;;11;THE SADDLE;TALLWOODS VILLAGE;2430;1010;M;20041001;20041112;655000;A;R;RESIDENCE;;ER;;0;AB97480;
B;162;1771829;3;20050418 10:34;;;47;HILLTOP PKWY;TALLWOODS VILLAGE;2430;891;M;20041222;20050302;160000;A;V;VACANT LAND;;ER;;0;AB354525;
B;162;1771834;4;20050418 10:34;;;55;HILLTOP PKWY;TALLWOODS VILLAGE;2430;1235;M;20040812;20041220;215000;A;V;VACANT LAND;;ER;;0;AB369964;
B;162;3020178;56;20050418 10:34;;;224;TALLWOOD DR;TALLWOODS VILLAGE;2430;737.7;M;20050308;20050323;220000;A;V;VACANT LAND;;ER;;0;AB374028;
B;162;3131179;62;20050418 10:34;;;1;GUM BLOSSOM PL;TALLWOODS VILLAGE;2430;1185;M;20050217;20050228;320000;A;V;VACANT LAND;;ER;;0;AB361657;
B;162;2940055;55;20050502 14:18;;;270;TALLWOOD DR;TALLWOODS VILLAGE;2430;1271;M;20050221;20050329;235000;A;V;VACANT LAND;;ER;;0;AB387867;
B;162;2915029;43;20050816 13:52;;;11;THE SAND TRAP;TALLWOODS VILLAGE;2430;902.9;M;20050629;20050727;207500;A;R;RESIDENCE;;ER;;0;AB668813;
B;162;2915057;44;20050816 13:52;;;7;BARBER CL;TALLWOODS VILLAGE;2430;934;M;20050610;20050630;440000;A;R;RESIDENCE;;ER;;0;AB656054;
B;162;3161250;58;20050816 13:52;;;;GRANGEWOOD AVE;TALLWOODS VILLAGE;2430;2.649;H;20050720;20050720;34155000;A;V;VACANT LAND;;ER;;0;AB648532;
B;162;3161499;59;20050816 13:52;;;;EASTERN VALLEY WAY;TALLWOODS VILLAGE;2430;12;H;20050720;20050720;34155000;A;V;VACANT LAND;;ER;;0;AB648532;
B;162;3171211;62;20050816 13:52;;;;EASTERN VALLEY WAY;TALLWOODS VILLAGE;2430;7843;M;20050720;20050720;34155000;A;V;VACANT LAND;;ER;;0;AB648532;
B;162;3171212;63;20050816 13:52;;;;CLEARVIEW CRES;TALLWOODS VILLAGE;2430;1.79;H;20050720;20050720;34155000;A;V;VACANT LAND;;ER;;0;AB648532;
B;162;3178892;65;20050816 13:52;;;;COASTAL VIEW DR;TALLWOODS VILLAGE;2430;61.64;H;20050720;20050720;34155000;A;V;VACANT LAND;;ER;;0;AB648532;
