B;018;400248;10;20160201 01:17;;1;5;BANKSIA CT;TURA BEACH;2548;;;20151217;20160115;317000;;R;RESIDENCE;1;;;0;AK163566;
B;018;3116757;20;20160201 01:17;;;16 D;ELIZABETH PDE;TURA BEACH;2548;720.1;M;20151217;20160115;490000;R2;R;RESIDENCE;;BRI;;0;AK172974;
B;018;401496;4;20210201 01:00;;;27;THE FAIRWAY;TURA BEACH;2548;1248;M;20201216;20210127;595000;R2;R;RESIDENCE;;BRK;;0;AQ754054;
B;018;401701;7;20210201 01:00;;;52;TURA BEACH DR;TURA BEACH;2548;726.5;M;20201223;20210122;492000;R2;R;RESIDENCE;;BRI;;0;AQ743689;
B;018;2853661;15;20210201 01:00;;;7;KIRA LANI CT;TURA BEACH;2548;751;M;20201214;20210125;300000;R3;V;VACANT LAND;;BMD;;0;AQ748197;
B;018;401066;4;20210301 01:00;;;228;PACIFIC WAY;TURA BEACH;2548;1011;M;20210127;20210219;649000;R2;R;RESIDENCE;;BRI;;0;AQ813676;
B;018;400519;14;20210301 01:00;;;16;GOLF CCT;TURA BEACH;2548;949.2;M;20201223;20210222;745000;R2;R;RESIDENCE;;BRI;;0;AQ816858;
B;018;401457;3;20240401 01:07;;;11;THE DRESS CIR;TURA BEACH;2548;1131;M;20240308;20240328;1470000;R2;R;RESIDENCE;;BRI;;0;AT944337;
B;018;400198;13;20240401 01:07;;;10;ACACIA CRES;TURA BEACH;2548;902.7;M;20240223;20240325;910000;R2;R;RESIDENCE;;BRK;;50;AT930508;
B;018;400692;16;20240401 01:07;;;22;HEADLAND DR;TURA BEACH;2548;879;M;20240220;20240328;875000;R2;R;RESIDENCE;;BRI;;0;AT940926;
B;018;401490;7;20170501 01:02;;;39;THE FAIRWAY;TURA BEACH;2548;936.7;M;20170308;20170407;675000;R2;R;RESIDENCE;;BRK;;0;AM320015;
B;018;400443;14;20170501 01:02;;;1 A;ELIZABETH PDE;TURA BEACH;2548;723.3;M;20170209;20170421;454000;R2;R;RESIDENCE;;BRI;;0;AM325261;
B;018;3204990;28;20170501 01:02;;;54 A;THE DRESS CIR;TURA BEACH;2548;556.4;M;20161104;20170404;525000;R2;R;RESIDENCE;;BRI;;0;AM316563;
B;018;3277126;29;20170501 01:02;;;223;PACIFIC WAY;TURA BEACH;2548;2012;M;20170322;20170405;165000;R2;V;VACANT LAND;;BRJ;;0;AM314365;
B;018;400299;7;20230501 01:14;;;38;BOURNDA CCT;TURA BEACH;2548;598.9;M;20230323;20230426;775000;R2;R;RESIDENCE;;BRI;;0;AT35147;
B;018;400581;8;20230501 01:14;;;100;GOLF CCT;TURA BEACH;2548;1006;M;20230208;20230426;869000;R2;R;RESIDENCE;;BRK;;0;AT35032;
B;018;400771;9;20230501 01:14;;;63;HEADLAND DR;TURA BEACH;2548;1251;M;20230317;20230421;1125000;R2;R;RESIDENCE;;BRI;;0;AT26113;
B;018;401405;3;20200601 01:00;;;3;THE DRESS CIR;TURA BEACH;2548;1159;M;20200409;20200528;650000;R2;R;RESIDENCE;;BRI;;0;AQ134855;
B;018;401158;3;20240701 01:17;;2;84;PACIFIC WAY;TURA BEACH;2548;;;20240523;20240621;550000;;R;RESIDENCE;2;;;0;AU177192;
B;018;401594;5;20240701 01:17;;;43;TURA BEACH DR;TURA BEACH;2548;869.1;M;20240606;20240627;735000;R2;R;RESIDENCE;;BRK;;0;AU194318;
B;018;401368;6;20160801 01:02;;;78;SURF CIR;TURA BEACH;2548;730.3;M;20160603;20160714;305000;R2;R;RESIDENCE;;BRI;;0;AK622797;
