B;192;1869110;4;20170703 01:06;KUNGI;;;CLARENDON RD;MALLOWA;2400;711.8;H;20170427;20170608;1572500;RU1;3;RURAL FARM;;RRM;;0;AM519516;
B;192;3917853;3;20160404 01:14;MINNA MINNANE;;2889;MINNAMINANE RD;MALLOWA;2400;384.16;H;20160115;20160311;1654103;;3;FARM LAND;;;;0;AK307147;
B;192;3917855;4;20160404 01:14;PART MINNA MINNANE;;;MINNAMINANE RD;MALLOWA;2400;1010.1;H;20160115;20160311;4872697;;3;FARM LAND;;;;0;AK307127;
B;192;3912301;6;20160307 01:15;ILUKA;;2413;MALLAWA RD;MALLOWA;2400;24.83;H;20160115;20160115;27090;;V;VACANT LAND;;;;0;AK227885;
B;192;3880732;10;20151012 01:17;;;;MALLAWA RD;MALLOWA;2400;24.83;H;20130211;20150911;14432;;V;VACANT LAND;;;;0;AJ860443;
B;192;3998008;10;20170213 01:07;;;;COMBADELLO RD;MALLOWA;2400;30.034;H;20150810;20161118;49877;;V;VACANT LAND;;;;0;AK993797;
B;192;3913768;6;20160314 01:16;;;300;SAN JUAN RD;MALLOWA;2400;78.16;H;20150618;20160122;107922;;V;VACANT LAND;;;;0;AK247130;
B;192;4097637;3;20180219 01:13;;;;MALLAWA RD;MALLOWA;2400;78.27;H;20180119;20180119;56289;;V;VACANT LAND;;;;0;AN97662;
B;192;3688008;7;20180219 01:13;TELLERAGA;;210;TELLERAGA RD;MALLOWA;2400;10704.9;H;20170629;20170629;37255865;RU1;3;RURAL;;RRM;;0;AM781648;
B;192;3688008;8;20180219 01:13;TELLERAGA;;210;TELLERAGA RD;MALLOWA;2400;10704.9;H;20170629;20170629;37255865;RU1;3;RURAL;;RRM;;0;AM781649;
B;192;3914691;4;20160321 01:16;;;;SAN JUAN RD;MALLOWA;2400;33.69;H;20150618;20160122;15628;;V;VACANT LAND;;;;0;AK247257;
B;192;1870608;8;20160222 01:15;KINGSTON;;3205;MALLAWA RD;MALLOWA;2400;1375;H;20151223;20160118;4700000;RU1;3;RURAL LAND;;RRM;;0;AK220271;
B;192;4070401;2;20171023 01:06;;;;MALLAWA RD;MALLOWA;2400;6.025;H;20170922;20170922;9079;;V;VACANT LAND;;;;0;AM794360;
B;192;3921945;8;20160425 01:18;;;;CLARENDON RD;MALLOWA;2400;27.15;H;20160304;20160304;44000;;V;VACANT LAND;;;;0;AK321840;
B;192;1870611;10;20220725 01:13;;;3389;MALLAWA RD;MALLOWA;2400;2.564;H;20210630;20210831;742538;RU1;3;COMMERCIAL;;MIS;;0;AS133497;
B;192;3784531;10;20180730 01:13;BELLVUE;;4271;MALLAWA RD;MALLOWA;2400;3844.64;H;20180424;20180718;15474000;RU1;3;RURAL FARM;;RRM;;0;AN533303;
B;192;3864303;11;20150803 01:18;OAKLANDS;;;;MALLOWA;2400;14.333;H;20150522;20150522;10039;;V;VACANT LAND;;;;0;AJ595973;
B;192;1870440;5;20150511 01:23;;;;MALLAWA RD;MALLOWA;2400;504.6;H;20150313;20150402;1600000;RU1;V;VACANT LAND;;RRM;;0;AJ402038;
B;192;3769138;6;20150316 01:19;PART BELLVUE;;;MALLAWA RD;MALLOWA;2400;994.12;H;20141219;20150217;2800000;RU1;3;FARM;;RRM;;0;AJ303419;
B;192;3348955;4;20080101 01:24;;;LOT1;DP 1119165 PARISH MILLEBEE COU;MALLOWA;;33.48;H;20070720;20071116;18113;;V;VACANT LAND;;;;0;AD584583;
B;192;3377636;2;20080721 01:13;;;LOT1DP1121;PARISH MONGYER COUNTY BENARBA;MALLOWA;2400;1047.67;H;20070926;20080306;5312;R;3;CLOSED ROAD;;RC;;0;AD832283;
B;192;3479178;7;20091116 01:58;;;LOT1;DP 1140488;MALLOWA;;721.11;H;20080429;20090701;1892;R;3;CLOSED ROAD;;RW;;0;AE966818;
B;192;3466665;1;20101220 02:17;;;;;MALLOWA;2400;;;20081117;20090707;73613;;3;CLOSED ROAD;;;;0;AF909192;
B;192;3535958;10;20110207 01:59;;;;;MALLOWA;2400;41.5;H;20100611;20100702;20486;;3;CLOSED ROAD;;;;0;AF783155;
B;192;3559813;1;20111003 03:08;BLOOMVALE;;;COMBADELLO RD;MALLOWA;2400;1194.24;H;20110704;20110728;4702400;R;3;RURAL;;RW;;0;AG488525;
B;192;1869367;1;20120402 02:03;;;;CLARENDON RD;MALLOWA;2400;2071;H;20110823;20110823;3500000;R;3;RURAL;;RW;;0;AG535923;
B;192;3103124;2;20130211 01:43;;;;MALLAWA RD;MALLOWA;2400;318.9;H;20120920;20130118;788000;RU1;3;FARM LAND;;RRM;;0;AH524647;
B;192;3683121;4;20130218 01:31;PART YAMBA;;;MALLAWA RD;MALLOWA;2400;1886.546;H;20120413;20120702;7200000;;3;FARM;;;;0;AH360591;
B;192;3686447;3;20130304 01:32;PART IRONBARK;;;TELLERAGA RD;MALLOWA;2400;138.3;H;20120920;20130118;273390;;3;FARM LAND;;;;0;AH524684;
B;192;3729514;8;20140127 01:16;;;;KAMILAROI WEST RD;MALLOWA;2400;40.52;H;20131129;20131129;20151;;V;VACANT LAND;;;;0;AI268474;
B;192;3781836;8;20140714 01:19;ROSEDALE;;;MALLAWA RD;MALLOWA;2400;56.23;H;20140530;20140530;26545;;V;VACANT LAND;;;;0;AI703528;
B;192;3784530;6;20140728 01:17;;;;MALLAWA RD;MALLOWA;2400;49.12;H;20140620;20140620;20464;;V;VACANT LAND;;;;0;AI731564;
B;192;3756574;8;20140303 01:13;;;;;MALLOWA;2400;19.52;H;20140124;20140124;11602;;V;VACANT LAND;;;;0;AI370498;
B;192;3769137;5;20140519 01:27;CLOSED ROAD;;;MALLAWA RD;MALLOWA;2400;22.92;H;20140411;20140411;11209;;V;VACANT LAND;;;;0;AI542353;
B;192;3686448;6;20140929 01:14;IRONBARK;;;COOMBAH RD;MALLOWA;2400;582.81;H;20140818;20140819;2500000;RU1;3;FARM/RURAL;;RRM;;0;AI891023;
